Winery,Year,Wine_ID,Wine,Rating,Reviews,Price,Region,Primary_Grape,Natural,Country,Style,Country_Code
Miguel Torres Chile,2013,5859267,Escaleras de Empedrado Pinot Noir 2013,4.4,71,101.5,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
Sena,2019,25474,Aconcagua Valley 2019,4.3,86,119.9,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Gandolini,2013,2149250,Las 3 Marías Vineyards Cabernet Sauvignon 2013,4.5,719,120.0,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2013,1979,Kai Carmenère 2013,4.4,160,142.55,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Almaviva,2019,4086,Almaviva 2019,4.5,28,169.9,Puente Alto,Cabernet Sauvignon,False,Chile,Red,CHL
Almaviva,2014,4086,Almaviva 2014,4.6,3074,200.87,Puente Alto,Cabernet Sauvignon,False,Chile,Red,CHL
Morandé,2016,2286,Reserva Pinot Noir 2016,3.2,206,9.9,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Carmen,2008,1138025,Gran Reserva Cabernet Sauvignon 2008,3.9,80,97.5,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Veramonte,2015,2400616,Pinot Noir 2015,3.5,860,12.5,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Tagua Tagua - BTT,2017,5050148,Reserva Carménère 2017,3.8,166,9.43,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Viu Manent,2016,1283531,Gran Reserva Chardonnay 2016,3.6,264,10.95,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Tarapacá,2020,4049,Late Harvest 2020,4.1,146,9.2,Valle del Maipo,Cabernet Sauvignon,False,Chile,Dessert,CHL
William Cole,2017,1266888,Mirador Selection Sauvignon Blanc 2017,3.3,47,12.4,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Carmen,2019,1169444,Cabernet Sauvignon 2019,3.5,256,8.9,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Carmen,2011,1203117,Gran Reserva Merlot 2011,3.6,591,19.99,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2017,1150430,Carmenère Reserva 2017,3.8,1151,12.2,Valle del Rapel,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2015,1192844,Pinot Noir Gran Reserva 2015,4.0,383,17.04,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2016,1153588,Syrah Gran Reserva 2016,3.9,372,17.04,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Tarapacá,2018,4253837,Reserva Cabernet Sauvignon 2018,3.6,316,10.8,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Santa Ema,2019,1693678,Gran Reserva Cabernet Sauvignon 2019,3.9,27,10.45,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Caliterra,2020,98579,Reserva Sauvignon Blanc 2020,3.4,65,6.3,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Haras de Pirque,2019,5926865,Chardonnay 2019,3.5,332,9.24,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Montes,2020,71404,Merlot (Classic) 2020,3.6,110,12.32357580311655,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2017,1756389,Cabernet Sauvignon Gran Reserva 2017,4.1,1130,15.68,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
"Liger-Belair, Massoc Y Parra",2011,1296705,Aristos Duque d'A 2011,4.4,77,89.9,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Red,CHL
Undurraga,2019,1263785,Cabernet Sauvignon (U) 2019,3.4,796,7.6,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2018,1505305,Reserva Cuvée Colchagua Cabernet Sauvignon 2018,3.7,1026,8.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Altamana,2013,3162873,Reserve Malbec 2013,3.3,56,14.5,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2018,1216967,Santa Digna Reserva Carmenère 2018,3.8,1621,10.14,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Haras de Pirque,2018,5837223,Reserva de Propiedad 2018,3.6,238,7.9,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Viñedos de Alcohuaz,2015,5786716,La Era de Alcohuaz Malbec 2015,3.9,109,39.95,Valle de Elqui,Cabernet Sauvignon,False,Chile,Red,CHL
Arboleda,2019,80226,Carmenère 2019,4.1,133,16.85,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Emiliana,2020,1441618,Adobe Pinot Noir (Reserva) 2020,3.5,224,11.725002121250888,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2015,1216967,Santa Digna Reserva Carmenère 2015,3.6,1244,13.06,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2014,2635,Santa Digna Reserva Cabernet Sauvignon Rosé 2014,3.7,795,7.8,Valle central,Cabernet Sauvignon,False,Chile,Rose,CHL
Miguel Torres Chile,2018,1193795,Las Mulas Reserva Cabernet Sauvignon 2018,3.7,1094,8.6,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Nostros,2020,1288143,Reserva Carmenère 2020,3.5,71,11.725002121250888,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Santa Ema,2018,1469180,Gran Reserva Carmenère 2018,3.9,869,8.7,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2015,1435721,Aconcagua Costa Syrah 2015,4.0,119,22.28806709535079,Aconcagua Costa,Cabernet Sauvignon,False,Chile,Red,CHL
Araucano,2017,3379445,Carmenère Reserva 2017,3.7,394,12.467222222222222,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Clos Apalta,2017,5498086,Le Petit Clos 2017,4.3,700,39.51,Apalta Valley,Cabernet Sauvignon,False,Chile,Red,CHL
Veramonte,2019,1127345,Sauvignon Blanc Organic 2019,3.6,195,7.59,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Outer Limits,2018,1224707,Zapallar Coast Pinot Noir 2018,3.9,125,22.55,Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Tabali,2020,5143355,Pedregoso Gran Reserva Carmenere 2020,3.8,132,15.84459746114985,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Red,CHL
Outer Limits,2021,2727638,Zapallar Coast Sauvignon Blanc 2021,4.4,27,14.9,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,White,CHL
Cacique Maravilla,2015,3562730,Secano Interior Pipeño 2015,3.5,329,26.4,Valle del Bío-Bío,Cabernet Sauvignon,True,Chile,Red,CHL
Valdivieso,2018,17363,Merlot 2018,3.2,459,9.2,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Erasmo,2019,1909741,Barbera - Garnacha 2019,4.0,44,8.64,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
Santa Ema,2017,13876,Catalina 2017,4.5,241,38.67,Peumo,Cabernet Sauvignon,False,Chile,Red,CHL
Polkura,2016,1185231,Syrah 2016,4.0,542,22.94,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Von Siebenthal,2017,1131351,Parcela #7 Gran Reserva 2017,4.1,497,21.59,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Araucano,2014,4654114,Gran Araucano Cabernet Sauvignon 2014,4.3,135,29.95,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2017,2627,Santa Digna Reserva Sauvignon Blanc 2017,3.6,389,8.25,Valle central,Cabernet Sauvignon,False,Chile,White,CHL
Ventisquero,2014,1546849,Enclave Ultra Premium Cabernet Sauvignon 2014,4.4,183,68.84,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Los Vascos,2017,23815,Le Dix de Los Vascos 2017,4.2,61,43.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2019,71334,Syrah 2019,4.1,78,14.19,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2019,1135809,Estate Reserva Shiraz 2019,3.7,1350,9.5,Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casas Patronales,2019,82966,Carmenère Reserva 2019,3.9,296,13.08,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
Emiliana,2020,1281723,Adobe Sauvignon Blanc (Reserva) 2020,3.6,226,11.725002121250888,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Montes,2021,7272534,Classic Series Sauvignon Blanc 2021,3.6,49,11.678055165810443,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Viu Manent,2017,1126922,El Incidente Carménère 2017,4.3,329,40.0,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2019,71324,Merlot 2019,3.9,128,13.75,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Viña Vik Winery,2017,4669239,Milla Cala 2017,4.4,2927,32.5,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Red,CHL
De Martino,2017,7215929,Tres Volcanes Chardonnay 2017,4.1,347,34.9,Valle del Malleco,Cabernet Sauvignon,False,Chile,White,CHL
Quebrada de Macul,2015,1226177,Domus Aurea Cabernet Sauvignon 2015,4.5,931,59.94,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Veramonte,2018,15420,Chardonnay Reserva 2018,3.7,433,7.58,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Sena,2011,25474,Aconcagua Valley 2011,4.5,1125,138.33,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Los Vascos,2017,23817,Grande Reserve 2017,3.8,1210,16.95,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2016,1990,Max Reserva Cabernet Sauvignon 2016,3.8,4155,16.76,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2015,1978,La Cumbre Syrah 2015,4.3,168,51.5,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Cousiño-Macul,2018,48344,Antiguas Reservas Cabernet Sauvignon 2018,3.8,1301,13.9,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Los Vascos,2019,23818,Cabernet Sauvignon 2019,3.4,447,9.083333333333334,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casillero del Diablo,2018,1135067,Cabernet Sauvignon (Reserva) 2018,3.6,22467,7.5,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2019,18319,Late Harvest Sémillon - Gewürztraminer 2019,4.2,42,12.0,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Dessert,CHL
Montes,2020,1268490,Reserva Merlot (Classic) 2020,3.8,79,7.41,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Sena,2018,25474,Aconcagua Valley 2018,4.5,458,129.0,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2018,1664699,Montes Alpha M Red 2018,4.4,630,66.09,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2018,1990,Max Reserva Cabernet Sauvignon 2018,3.7,499,18.6,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2018,71334,Syrah 2018,3.9,892,23.2,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Clos Apalta,2017,13759,Clos Apalta 2017,4.6,597,123.33,Apalta Valley,Cabernet Sauvignon,False,Chile,Red,CHL
Escudo Rojo,2019,4217,Gran Reserva 2019,3.8,399,11.99,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2017,2122955,Reserva Cuvée Colchagua Merlot 2017,3.5,213,8.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Morandé,2018,2281,Reserva Gewürztraminer 2018,3.9,64,9.9,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Morandé,2016,2284,One to One Reserva Chardonnay 2016,3.8,188,9.9,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Casas del Bosque,2015,1784598,Chardonnay Gran Reserva 2015,4.0,471,15.68,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Errazuriz,2017,1447920,Single Vineyard Sauvignon Blanc 2017,3.6,154,18.43,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Pedro Parra y Familia,2017,5027322,I Imaginador Cinsault 2017,3.9,329,29.79,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
El Principal,2017,1179830,Calicanto 2017,4.2,1322,21.66,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Pedro Parra y Familia,2019,7958123,Monk 2019,3.9,38,47.8,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
Pedro Parra y Familia,2017,3918490,P Pencopolitano 2017,3.8,246,28.52,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2018,2310084,Estate Reserva Sauvignon Blanc 2018,3.6,696,10.5,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,White,CHL
Miguel Torres Chile,2012,1216967,Santa Digna Reserva Carmenère 2012,3.6,1129,10.0,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
"Liger-Belair, Massoc Y Parra",2012,1290788,Aristos Duquesa d'A 2012,4.4,112,114.22,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,White,CHL
Valdivieso,2012,1629097,Winemaker Reserva Chardonnay 2012,3.3,40,12.35,Valle central,Cabernet Sauvignon,False,Chile,White,CHL
Viñedos de Alcohuaz,2015,5661905,Tococo de Alcohuaz Syrah 2015,4.1,495,39.95,Valle de Elqui,Cabernet Sauvignon,False,Chile,Red,CHL
Pedro Parra y Familia,2018,8277121,Hub 2018,4.0,25,58.25,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
Villard,2018,1203704,Tanagra Syrah 2018,4.4,42,13.9,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Undurraga,2019,10732,Sauvignon Blanc (U) 2019,3.3,268,7.6,Valle central,Cabernet Sauvignon,False,Chile,White,CHL
Ventisquero,2017,1261716,Grey (Glacier) Tapihue Vineyard Single Block Chardonnay 2017,3.8,174,15.5,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Sutil,2016,6090731,Grand Reserve Carmenère 2016,3.6,30,7.5,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Haras de Pirque,2020,5885356,Albaclara Sauvignon Blanc 2020,3.6,195,7.9,Valle de Leyda,Cabernet Sauvignon,False,Chile,White,CHL
Caliterra,2018,98562,Tributo Carménère 2018,3.8,678,8.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Las Niñas,2018,8721175,Reserva Ella Chardonnay 2018,3.6,39,11.73,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
De Martino,2018,2620832,Gallardía Cinsault 2018,3.7,141,16.9,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
Montsecano,2018,1169934,Pinot Noir 2018,3.8,79,37.4,Valle de Casablanca,Cabernet Sauvignon,True,Chile,Red,CHL
Ventisquero,2015,1614048,Tara Red 1 2015,4.2,71,55.9,Atacama,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2018,2334101,Aconcagua Costa Pinot Noir 2018,3.8,194,23.48,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Anderra,2018,1542572,Carmenère 2018,3.6,80,5.99,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
MontGras,2019,11768,Reserva Cabernet Sauvignon 2019,3.6,355,8.25,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Clos de Luz,2018,3726697,Massal 1945 Carmenère 2018,4.1,384,24.19,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Sena,2009,25474,Aconcagua Valley 2009,4.5,914,131.17,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Santa Ema,2017,1165262,Amplus Old Vine Carignan 2017,4.1,294,18.5,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
MontGras,2018,11767,Quatro Red 2018,3.8,1421,10.25,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Morandé,2015,1711140,Gran Reserva Cabernet Sauvignon 2015,3.7,878,14.95,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Pedro Parra y Familia,2016,3918490,P Pencopolitano 2016,3.9,392,28.52,Valle del Itata,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2016,1888160,Cordillera Vigno Old Vines Carignan 2016,3.8,474,15.39,Valle del Maule,Cabernet Sauvignon,False,Chile,Red,CHL
Veramonte,2017,1127346,Merlot 2017,3.5,103,9.63,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Caliterra,2017,98560,Tributo Cabernet Sauvignon 2017,3.8,331,8.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Viña Aquitania,2017,1399213,Lazuli Cabernet Sauvignon 2017,4.3,195,33.76,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Matetic,2017,27194,EQ Chardonnay 2017,4.1,59,21.7,San Antonio Valley,Cabernet Sauvignon,False,Chile,White,CHL
Matetic,2015,27264,Corralillo Syrah 2015,4.0,1024,21.7,San Antonio Valley,Cabernet Sauvignon,False,Chile,Red,CHL
Matetic,2014,27204,EQ Pinot Noir 2014,4.0,744,32.82,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Viña Aquitania,2019,1251945,SOLdeSOL Chardonnay 2019,4.0,43,27.01,Valle del Malleco,Cabernet Sauvignon,False,Chile,White,CHL
San Pedro,2017,1108065,Altaïr 2017,4.3,172,78.48,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Red,CHL
Von Siebenthal,2018,1131353,Carabantes Syrah 2018,4.4,340,30.07,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Caliterra,2018,98578,Reserva Merlot 2018,3.6,181,6.19,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2016,1978,La Cumbre Syrah 2016,4.3,164,67.25,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2018,18322,Quinta Generation (5th) 2018,4.2,58,19.29,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
El Principal,2017,2246136,Memorias 2017,4.5,587,44.71,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2020,2627,Santa Digna Reserva Sauvignon Blanc 2020,3.3,55,7.91,Valle central,Cabernet Sauvignon,False,Chile,White,CHL
Arboleda,2017,80228,Cabernet Sauvignon 2017,4.0,730,15.95,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Caliterra,2018,98579,Reserva Sauvignon Blanc 2018,3.5,192,6.3,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Araucano,2018,1278478,Clos de Lolol Red 2018,4.0,36,19.98,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2016,1977,Don Maximiano Founder's Reserve 2016,4.4,1034,79.81606562256655,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2019,4343755,Aconcagua Alto Carmenère 2019,4.1,551,29.33011041141739,Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Arboleda,2019,1268304,Sauvignon Blanc 2019,3.7,125,16.49,Aconcagua Costa,Cabernet Sauvignon,False,Chile,White,CHL
Arboleda,2019,80224,Chardonnay 2019,3.8,143,16.85,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,White,CHL
Outer Limits,2020,2727638,Zapallar Coast Sauvignon Blanc 2020,4.0,84,12.9,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,White,CHL
Casillero del Diablo,2018,1135203,Sauvignon Blanc (Reserva) 2018,3.5,3388,7.99,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Errazuriz,2019,1984,Wild Ferment Pinot Noir 2019,3.4,46,20.9,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Primus,2019,1907892,Cabernet Sauvignon 2019,3.7,31,12.9,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Los Vascos,2021,23819,Chardonnay 2021,3.6,33,8.95,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Viña Vik Winery,2020,6897394,La Piu Belle Rosé 2020,4.3,1439,21.5,Valle de Cachapoal,Cabernet Sauvignon,False,Chile,Rose,CHL
Viñedo Chadwick,2019,2774263,Red 2019,4.2,29,320.0,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2020,71364,Limited Selection Sauvignon Blanc 2020,3.7,441,9.24,Valle de Leyda,Cabernet Sauvignon,False,Chile,White,CHL
Los Vascos,2021,23820,Sauvignon Blanc 2021,3.2,58,8.5,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Los Vascos,2019,9460527,Cromas Carménère Gran Reserva 2019,3.9,162,18.33,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Primus,2017,1381550,The Blend 2017,3.8,431,12.5,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2013,1174627,Microterroir de Los Lingues Carmenère 2013,4.2,40,32.49,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Sena,2017,25474,Aconcagua Valley 2017,4.4,488,122.5,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Matetic,2020,27224,EQ Coastal Sauvignon Blanc 2020,4.0,66,15.69,San Antonio Valley,Cabernet Sauvignon,False,Chile,White,CHL
Montes,2019,71284,Cherub (Syrah) Rosé 2019,3.7,422,13.69,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Rose,CHL
Montes,2017,71264,Folly Syrah 2017,4.5,595,100.4,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Cono Sur,2019,1398911,Bicicleta Carmenère 2019,3.6,2969,8.9,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Emiliana,2019,1637255,Adobe Carmenère (Reserva) 2019,3.8,3668,14.5,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2019,1244627,Chardonnay 2019,3.9,217,13.75,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
MontGras,2020,11783,Reserva Chardonnay 2020,3.6,72,8.25,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Montes,2019,71294,Montes Alpha Cabernet Sauvignon 2019,3.9,908,17.898526761669274,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Montes,2020,71374,Reserva Cabernet Sauvignon (Classic) 2020,3.7,176,7.63,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Las Niñas,2017,8039851,Ella Carménère 2017,3.6,46,13.85,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2019,1270996,Family Cabernet Sauvignon - Merlot 2019,3.5,32,6.49,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Morandé,2018,6247706,Pionero Reserva Sauvignon Blanc 2018,3.6,85,7.9,Valle del Maule,Cabernet Sauvignon,False,Chile,White,CHL
Morandé,2015,2289,Reserva Carmenère 2015,3.7,869,9.9,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
El Principal,1999,1766785,Valette Fontaine 1999,4.6,43,39.95,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Miguel Torres Chile,2019,1244224,Finca Negra Sauvignon Blanc 2019,3.4,114,10.05,Valle de Curicó,Cabernet Sauvignon,False,Chile,White,CHL
Miguel Torres Chile,2018,1251791,Finca Negra Cabernet Sauvignon 2018,3.3,134,10.65,Valle de Curicó,Cabernet Sauvignon,False,Chile,Red,CHL
Carmen,2015,1169444,Cabernet Sauvignon 2015,3.6,600,15.9,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Clos de Luz,2017,4099478,Massal 1945 Cabernet Sauvignon 2017,4.0,419,24.19,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Viu Manent,2012,1404819,Viu 1 2012,3.9,252,55.0,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Carmen,2017,1766325,Clasico Carmenère 2017,3.5,90,7.95,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2017,1102243,Reserva Cabernet Sauvignon 2017,3.8,681,12.2,Valle de Casablanca,Cabernet Sauvignon,False,Chile,Red,CHL
Carmen,2016,1682,Chardonnay 2016,3.3,92,7.95,Valle central,Cabernet Sauvignon,False,Chile,White,CHL
Las Condes,2020,1992360,Carmenère 2020,3.5,142,9.377654349228688,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Ventisquero,2015,18180,Queulat Gran Reserva Carménère 2015,3.8,1959,19.3,Valle del Maipo,Cabernet Sauvignon,False,Chile,Red,CHL
Valdivieso,2014,1248384,Winemaker Reserva Cabernet Sauvignon 2014,3.5,401,11.5,Valle del Rapel,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2015,1240932,Max Reserva Sauvignon Blanc 2015,3.7,175,13.23,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,White,CHL
Caliterra,2019,98580,Reserva Carmenère 2019,3.7,90,6.45,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Leyda,2019,1143985,Pinot Noir (Reserva) 2019,3.6,2685,15.199076823843743,Valle de Leyda,Cabernet Sauvignon,False,Chile,Red,CHL
Casas del Bosque,2017,1102244,Chardonnay Reserva 2017,3.8,762,12.2,Valle de Casablanca,Cabernet Sauvignon,False,Chile,White,CHL
Concha y Toro,2012,20717,Carmín de Peumo Carmenère 2012,4.1,388,97.49,Peumo,Cabernet Sauvignon,False,Chile,Red,CHL
Las Niñas,2019,8039851,Ella Carménère 2019,3.9,28,11.57,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Red,CHL
Emiliana,2020,5795199,Novas Gran Reserva Riesling 2020,3.6,30,14.67092357513875,Valle del Bío-Bío,Cabernet Sauvignon,False,Chile,White,CHL
Errazuriz,2019,1167736,Estate Reserva Cabernet Sauvignon 2019,3.7,1329,7.99,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
Casa Silva,2020,2091103,Gran Terroir de Los Andes Chardonnay 2020,3.9,39,12.99,Valle de Colchagua,Cabernet Sauvignon,False,Chile,White,CHL
Montes,2021,71284,Cherub (Syrah) Rosé 2021,3.8,41,8.4,Valle de Colchagua,Cabernet Sauvignon,False,Chile,Rose,CHL
Miguel Torres Chile,2017,1149110,Santa Digna Gran Reserva Cabernet Sauvignon 2017,3.7,1251,8.903333333333332,Valle central,Cabernet Sauvignon,False,Chile,Red,CHL
Errazuriz,2017,1208880,Estate Reserva Carmenère 2017,3.7,3777,11.5,Valle de Aconcagua,Cabernet Sauvignon,False,Chile,Red,CHL
