Winery,Year,Wine_ID,Wine,Rating,Reviews,Price,Region,Primary_Grape,Natural,Country,Style,Country_Code
Château du Glana,2014,1874,Saint-Julien 2014,3.9,762,34.9,Saint-Julien,Pinot Noir,False,France,Red,FRA
J.M. Gobillard & Fils,N.V.,1939650,Tradition Brut Champagne N.V.,3.9,2106,34.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Sixtine,2019,1110329,Châteauneuf-du-Pape 2019,4.2,108,34.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Drappier,N.V.,11951,Pinot Noir Brut Nature Champagne N.V.,4.1,9422,34.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Puech-Haut,2018,5977722,Prestige Rosé 2018,3.9,1335,35.01,Saint-Drézéry,Pinot Noir,False,France,Rose,FRA
Henri Abelé,N.V.,1226595,Brut N.V.,3.8,2184,35.01,Champán,Pinot Noir,False,France,Sparkling,FRA
Louis Nicaise,N.V.,1812900,Reserve Brut Champagne Premier Cru N.V.,3.9,1130,35.01,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
Mongeard-Mugneret,2017,3803940,Pinot Noir Bourgogne Cuvée Sapidus 2017,3.8,25,35.05,Bourgogne,Pinot Noir,False,France,Red,FRA
Ayala,N.V.,12318,Brut Majeur Aÿ Champagne N.V.,3.9,9787,35.12,Champán,Pinot Noir,False,France,Sparkling,FRA
Domaine de la Butte,2018,1585488,Mi-Pente Bourgueil 2018,4.0,159,35.2,Bourgueil,Pinot Noir,False,France,Red,FRA
Famille Perrin,2013,1720012,Châteauneuf-du-Pape Les Sinards Rouge 2013,3.9,1391,35.2,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
La Taille Aux Loups,2017,4054425,Venise Cuvée Parcellaire Monopole 2017,4.2,34,35.2,Vin de France.,Pinot Noir,False,France,White,FRA
Jean Lallement,N.V.,1382042,Cuvée Réserve Brut Champagne Grand Cru 'Verzenay' N.V.,4.1,503,35.25,"Champagne Grand Cru ""Verzenay""",Pinot Noir,False,France,Sparkling,FRA
Domaine Mathieu & Camille Lapierre,2020,1750282,Cuvée Marcel 2020,4.4,112,35.25,Morgon,Pinot Noir,True,France,Red,FRA
Louis Latour,2020,7230,Chablis Premier Cru 2020,4.2,65,35.33,Chablis Premier Cru,Pinot Noir,False,France,White,FRA
Mas del Périé - Fabien Jouves,2017,3418953,Amphore 2017,3.8,97,35.4,Cahors,Pinot Noir,True,France,Red,FRA
Les Creisses,2019,1365421,Les Brunes 2019,4.3,113,35.4,Pays d'Oc,Pinot Noir,False,France,Red,FRA
Figuière,2020,1233147,Confidentielle Rosé 2020,4.1,30,35.45,Côtes de Provence,Pinot Noir,False,France,Rose,FRA
Domaine Santa Duc,2017,1674623,Châteauneuf du Pape Habemus Papam 2017,4.2,121,35.5,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
V. Testulat,N.V.,1440258,Rosé Charlotte Brut Champagne N.V.,3.6,68,35.5,Champán,Pinot Noir,False,France,Sparkling,FRA
Pierre Gimonnet & Fils,N.V.,1250603,Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.,4.0,6439,35.6,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
R&L Legras,N.V.,1167395,Blanc de Blancs Brut Champagne Grand Cru N.V.,4.0,3260,35.64,Champagne Grand Cru,Pinot Noir,False,France,Sparkling,FRA
Lenoble,N.V.,1310989,Intense Brut Champagne N.V.,3.8,2463,35.65,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Cantemerle,2018,13793,Haut-Médoc (Grand Cru Classé) 2018,3.9,132,35.65,Haut-Médoc,Pinot Noir,False,France,Red,FRA
Lenoble,N.V.,7993715,'Mag' Intense Champagne N.V.,3.9,1291,35.7,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Carbonnieux,2015,78014,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,4.1,1903,35.73,Pessac-Léognan,Pinot Noir,False,France,White,FRA
Mouton Cadet,2017,4125,Réserve Sauternes 2017,4.0,237,35.75,Sauternes,Pinot Noir,False,France,Dessert,FRA
Laherte Freres,N.V.,3837995,Ultradition Extra-Brut Champagne N.V.,4.0,1429,35.75,Champán,Pinot Noir,True,France,Sparkling,FRA
Ayala,N.V.,1898977,Rosé Majeur Brut Champagne N.V.,3.9,2703,35.76,Champán,Pinot Noir,False,France,Sparkling,FRA
Joseph Drouhin,2017,1968570,Savigny-lès-Beaune Clos Des Godeaux 2017,3.9,116,35.85,Savigny-lès-Beaune,Pinot Noir,False,France,Red,FRA
Patrick Lesec,2017,1207728,Galets Blonds Châteauneuf-du-Pape 2017,3.9,85,35.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Gremillet,N.V.,2714706,Blanc de Blancs Brut Champagne N.V.,3.9,295,35.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Château de Beaucastel,2017,1152896,Coudoulet de Beaucastel Côtes-du-Rhône 2017,4.0,1961,35.9,Côtes-du-Rhône (Colinas del Ródano),Pinot Noir,False,France,Red,FRA
Francois Carillon,2016,2064477,Bourgogne Chardonnay 2016,3.8,569,35.9,Bourgogne,Pinot Noir,False,France,White,FRA
Gremillet,N.V.,2389113,Blanc de Noirs Brut Champagne N.V.,3.8,524,35.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Mongeard-Mugneret,2018,779356,Bourgogne Blanc (Chardonnay) 2018,3.9,71,35.9,Bourgogne,Pinot Noir,False,France,White,FRA
Champagne Devaux,N.V.,6582645,Cœur des Bar Champagne Blanc de Noirs Brut N.V.,4.0,595,35.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Domaine Raymond Usseglio & Fils,2019,1084001,Châteauneuf-du-Pape 2019,4.2,269,35.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Charles-le-Bel,N.V.,9243135,Inspiration 1818 Brut Champagne N.V.,4.0,312,35.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Régnard,2020,1191030,Grand Régnard Chablis 2020,4.4,149,35.9,Chablis,Pinot Noir,False,France,White,FRA
Château Tour Baladoz,2019,1163437,Saint-Émilion Grand Cru 2019,4.3,65,35.92,Saint-Émilion Grand Cru,Pinot Noir,False,France,Red,FRA
Domaine de l'Ecu,2018,5144694,Ange 2018,3.7,72,35.95,Vin de France.,Pinot Noir,True,France,Red,FRA
Delas,2018,14634,Haute Pierre Châteauneuf-du-Pape 2018,4.3,214,35.95,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Labouré-Roi,2015,1125287,Nuits-Saint-Georges 2015,3.8,33,35.97,Nuits-Saint-Georges,Pinot Noir,False,France,Red,FRA
Château de Fesles,2014,26134,Bonnezeaux Vin Rare 2014,4.2,36,35.99,Bonnezeaux,Pinot Noir,False,France,Dessert,FRA
Domaine Mark and Martial Angeli,2019,4441420,La Lune Amphores 2019,4.3,34,36.0,Vin de France.,Pinot Noir,True,France,White,FRA
Domaine Huet,2019,17523,Vouvray Clos du Bourg Sec 2019,4.2,160,36.0,Vouvray,Pinot Noir,False,France,White,FRA
Domaine des Roches Neuves,2018,1922265,L'Insolite Saumur 2018,3.9,152,36.1,Saumur,Pinot Noir,True,France,White,FRA
Jean Foillard,2018,1189285,Fleurie 2018,4.2,384,36.2,Fleurie,Pinot Noir,True,France,Red,FRA
Famille Berrouet,2003,1127014,Vieux Château Saint André Montagne-Saint-Émilion 2003,3.7,29,36.34,Montagne-Saint-Émilion,Pinot Noir,False,France,Red,FRA
Domaine Henri & Gilles Buisson,2017,5443839,Saint-Romain Sous le Chateau 2017,4.1,39,36.45,Saint-Romain,Pinot Noir,False,France,White,FRA
Les Cailloux du Paradis,2016,1232436,Racines 2016,4.2,233,36.45,Vin de France.,Pinot Noir,True,France,Red,FRA
Château Grand Corbin-Despagne,2018,1190075,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,4.1,81,36.45,Saint-Émilion Grand Cru,Pinot Noir,False,France,Red,FRA
Régnard,2019,1191030,Grand Régnard Chablis 2019,4.4,544,36.48,Chablis,Pinot Noir,False,France,White,FRA
Duval-Leroy,N.V.,3715162,Réserve Brut Champagne N.V.,3.8,2620,36.5,Champán,Pinot Noir,False,France,Sparkling,FRA
Billaud-Simon,2019,23285,Chablis 1er Cru 'Vaillons' 2019,4.3,26,36.5,"Chablis 1er Cru ""Vaillons""",Pinot Noir,False,France,White,FRA
Château La Confession,2017,1182124,Saint-Émilion Grand Cru 2017,4.2,57,36.8,Saint-Émilion Grand Cru,Pinot Noir,False,France,Red,FRA
Alexandre Bonnet,N.V.,1723484,Blanc de Noirs Brut Champagne N.V.,3.9,835,36.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Michel Loriot,N.V.,2479712,Théodorine Rosé Brut Champagne N.V.,4.0,260,36.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Besserat de Bellefon,N.V.,7474624,Bleu Brut Champagne N.V.,4.2,1236,36.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Carbonnieux,2019,78014,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2019,4.2,232,36.9,Pessac-Léognan,Pinot Noir,False,France,White,FRA
Patrick Lesec,2018,1465621,Cuvée Bargeton Chateauneuf-du-Pape 2018,4.0,186,36.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Château Sixtine,2018,1110329,Châteauneuf-du-Pape 2018,4.3,232,36.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Laurent-Perrier,N.V.,5552281,La Cuvée Brut Champagne N.V.,4.1,38226,36.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Louis Latour,2017,7374,Savigny-les-Beaune Rouge 2017,3.8,57,36.95,Savigny-lès-Beaune,Pinot Noir,False,France,Red,FRA
Domaine Weinbach,2019,8950674,Gewürztraminer Les Treilles du Loup 2019,4.1,34,36.95,Alsacia,Pinot Noir,False,France,White,FRA
Pierre Gerbais,N.V.,1444813,Cuvée de Réserve Champagne N.V.,3.9,354,36.95,Champán,Pinot Noir,True,France,Sparkling,FRA
Château Couhins-Lurton,2015,2011856,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,4.2,283,36.95,Pessac-Léognan,Pinot Noir,False,France,White,FRA
Henriot,N.V.,1145791,Souverain Brut Champagne N.V.,4.0,11124,36.97,Champán,Pinot Noir,False,France,Sparkling,FRA
Piper-Heidsieck,N.V.,1212618,Rosé Sauvage Brut Champagne N.V.,3.9,6650,37.0,Champán,Pinot Noir,False,France,Sparkling,FRA
Baron-Fuenté,N.V.,1290011,Rosé Dolorès Brut Champagne N.V.,3.9,579,37.0,Champán,Pinot Noir,False,France,Sparkling,FRA
Guinaudeau Vignerons,2016,1372976,G Acte 2016,3.9,45,37.29,Bordeaux Supérieur,Pinot Noir,False,France,Red,FRA
Domaine Gauby,2018,1102155,Vieilles Vignes Côtes Catalanes 2018,4.0,54,37.3,Côtes Catalanes,Pinot Noir,True,France,Red,FRA
Famille Perrin,2017,1124237,Châteauneuf-du-Pape Les Sinards Blanc 2017,4.2,1096,37.4,Châteauneuf-du-Pape,Pinot Noir,False,France,White,FRA
Drappier,N.V.,11953,Charles de Gaulle Brut Champagne N.V.,4.1,1316,37.47,Champán,Pinot Noir,False,France,Sparkling,FRA
Hughes Beguet,2016,1923499,Côte de Feule Arbois Pupillin 2016,3.9,43,37.5,Arbois,Pinot Noir,True,France,Red,FRA
Domaine Philippe Charlopin-Parizot,2015,2587438,Les Echezots Marsannay 2015,4.1,129,37.5,Marsannay,Pinot Noir,False,France,Red,FRA
Christophe Mestre,2013,1182144,Cuvée des Sommeliers Châteauneuf-du-Pape 2013,4.0,90,37.59,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Les Héritiers du Comte Lafon,2014,1288084,Les Maranches Mâcon-Uchizy 2014,3.8,164,37.6,Mâcon-Uchizy,Pinot Noir,False,France,White,FRA
Château Smith Haut-Lafitte,2017,3317063,Le Petit Haut Lafitte Pessac-Léognan Blanc 2017,3.9,40,37.7,Pessac-Léognan,Pinot Noir,False,France,White,FRA
Billaud-Simon,2018,23285,Chablis 1er Cru 'Vaillons' 2018,4.0,96,37.72,"Chablis 1er Cru ""Vaillons""",Pinot Noir,False,France,White,FRA
Chante Cocotte,2015,4010088,La Petite Cocotte 2015,3.8,28,37.8,Pays d'Oc,Pinot Noir,False,France,Red,FRA
Alexandre Bonnet,N.V.,1286508,Perle Rosée Brut Champagne N.V.,3.6,1922,37.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Bernard Gripa,2018,2016731,Les Figuiers Saint-Péray 2018,4.4,110,37.9,Saint-Péray,Pinot Noir,False,France,White,FRA
Michel Loriot,N.V.,2565475,Palmyre Brut Nature Champagne N.V.,3.9,172,37.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Bernard Gripa,2019,2016731,Les Figuiers Saint-Péray 2019,4.1,27,37.9,Saint-Péray,Pinot Noir,False,France,White,FRA
Domaine Françoise André,2016,1308063,Savigny-lès-Beaune 1er Cru 'Les Vergelesses' Blanc 2016,4.2,25,38.0,"Savigny-lès-Beaune 1er Cru ""Les Vergelesses""",Pinot Noir,False,France,White,FRA
Daniel-Etienne Defaix,2008,14677,Chablis Premier Cru 'Côte de Lechet' 2008,3.9,26,38.24,"Chablis 1er Cru ""Côte de Lechet""",Pinot Noir,False,France,White,FRA
Château Smith Haut-Lafitte,2016,1241969,Le Petit Haut Lafitte Pessac-Léognan 2016,4.1,765,38.45,Pessac-Léognan,Pinot Noir,False,France,Red,FRA
Bouchard Père & Fils,2017,2504090,Beaune du Château Premier Cru 2017,4.1,1307,38.49,Beaune Premier Cru,Pinot Noir,False,France,Red,FRA
Huré Frères,N.V.,2648888,L'Invitation Brut Champagne N.V.,4.0,1833,38.5,Champán,Pinot Noir,False,France,Sparkling,FRA
Bouchard Père & Fils,2018,2504090,Beaune du Château Premier Cru 2018,4.1,240,38.5,Beaune Premier Cru,Pinot Noir,False,France,Red,FRA
R.H. Coutier,N.V.,1201846,Blanc de Blancs Brut Champagne Grand Cru 'Ambonnay' N.V.,4.0,447,38.59,"Champagne Grand Cru ""Ambonnay""",Pinot Noir,False,France,Sparkling,FRA
Château Ame de Musset,2009,1137113,Lalande-de-Pomerol 2009,4.0,283,38.6,Lalande-de-Pomerol,Pinot Noir,False,France,Red,FRA
Henri Abelé,N.V.,1446078,Brut Rosé Champagne N.V.,3.9,449,38.75,Champán,Pinot Noir,False,France,Sparkling,FRA
Taittinger,N.V.,1129619,Brut (Réserve) Champagne N.V.,4.1,41732,38.76,Champán,Pinot Noir,False,France,Sparkling,FRA
Leon Beyer,2014,1694164,Les Ecaillers Riesling 2014,3.3,25,38.8,"Alsace Grand Cru ""Pfersigberg""",Pinot Noir,False,France,White,FRA
Domaines Ott,2018,1216610,Château de Selle Rosé (Coeur de Grain) 2018,4.3,812,38.8,Côtes de Provence,Pinot Noir,False,France,Rose,FRA
G.H. Mumm,N.V.,1663142,(Cordon Rouge) Le Rosé Brut Champagne N.V.,3.9,3016,38.95,Champán,Pinot Noir,False,France,Sparkling,FRA
Mongeard-Mugneret,2013,3803931,Fixin Vieille Vigne 2013,3.8,42,39.05,Fixin,Pinot Noir,False,France,Red,FRA
Gosset,N.V.,1130468,Brut Excellence Aÿ Champagne N.V.,3.9,5941,39.1,Champán,Pinot Noir,False,France,Sparkling,FRA
Laherte Freres,N.V.,1188951,Blanc de Blancs Brut Nature Champagne N.V.,4.0,4182,39.2,Champán,Pinot Noir,True,France,Sparkling,FRA
Louis Jadot,2010,1135000,Bourgogne Pinot Noir 2010,3.3,1158,39.35,Bourgogne,Pinot Noir,False,France,Red,FRA
Château Cantelauze,2009,1239995,Pomerol 2009,4.0,32,39.4,Pomerol,Pinot Noir,False,France,Red,FRA
Domaine Vignes du Maynes,2017,2327757,Mâcon-Cruzille Manganite 2017,3.9,77,39.45,Mâcon-Cruzille,Pinot Noir,True,France,Red,FRA
Paul Bara,N.V.,2457926,Réserve Brut Champagne Grand Cru 'Bouzy' N.V.,4.0,2822,39.45,"Champagne Grand Cru ""Bouzy""",Pinot Noir,False,France,Sparkling,FRA
Henri Bourgeois,2017,1126220,Pouilly-Fumé La Demoiselle de Bourgeois 2017,4.2,149,39.5,Pouilly-Fumé,Pinot Noir,False,France,White,FRA
Domaine Aux Moines,2016,1414647,Savennières-Roche-aux-Moines 2016,4.1,354,39.5,Savennières-Roche-aux-Moines,Pinot Noir,True,France,White,FRA
Domaine Aux Moines,2015,1414647,Savennières-Roche-aux-Moines 2015,3.9,370,39.5,Savennières-Roche-aux-Moines,Pinot Noir,True,France,White,FRA
Domaine Aux Moines,2018,1414647,Savennières-Roche-aux-Moines 2018,4.1,277,39.5,Savennières-Roche-aux-Moines,Pinot Noir,True,France,White,FRA
Domaine du Tunnel,2017,1105482,Saint-Joseph 2017,4.0,68,39.5,Saint-Joseph,Pinot Noir,False,France,Red,FRA
G.H. Mumm,2013,1672924,Le Millésimé Brut Champagne 2013,4.1,482,39.72,Champán,Pinot Noir,False,France,Sparkling,FRA
Moët & Chandon,N.V.,1122095,Impérial Brut Champagne N.V.,4.1,101676,39.8,Champán,Pinot Noir,False,France,Sparkling,FRA
Huré Frères,2010,4848465,L'Instantanee Brut Champagne 2010,4.1,133,39.8,Champán,Pinot Noir,False,France,Sparkling,FRA
Sylvain Pataille,2018,1772690,Chardonnay Marsannay 2018,4.2,93,39.85,Marsannay,Pinot Noir,True,France,White,FRA
Bonnaire,N.V.,2231431,Ver Sacrum Blanc de Blancs Brut Champagne N.V.,3.9,379,39.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Delas,2018,1748981,La Galopine Condrieu 2018,4.1,91,39.9,Condrieu,Pinot Noir,False,France,White,FRA
Clos du Mont-Olivet,2018,1098772,Châteauneuf-du-Pape 2018,4.2,230,39.9,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Deutz,N.V.,1178663,Classic Brut Champagne N.V.,4.1,23816,39.9,Champán,Pinot Noir,False,France,Sparkling,FRA
V. Testulat,N.V.,2047054,Cuvée Prestige Brut Champagne N.V.,3.6,32,39.9,Champán,Pinot Noir,False,France,Sparkling,FRA
André Brunel,2017,4162594,Les Cailloux Châteauneuf-du-Pape Blanc 2017,4.0,35,39.9,Châteauneuf-du-Pape,Pinot Noir,False,France,White,FRA
J.M. Gobillard & Fils,N.V.,2201807,Grande Reserve Brut Champagne Premier Cru N.V.,4.0,1894,39.9,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
Charles Mignon,N.V.,1205925,Premium Reserve Brut Champagne Premier Cru N.V.,3.9,837,39.9,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
Barrat-Masson,N.V.,2892122,Fleur de Craie Extra Brut Champagne N.V.,4.0,471,39.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Nicolas Joly,2019,2457974,Les Vieux Clos 2019,4.2,134,39.9,Savennières,Pinot Noir,True,France,White,FRA
Domaine de Fondrèche,2018,1203162,Il Était une Fois 2018,4.2,36,39.9,Ventoux,Pinot Noir,False,France,Red,FRA
Duval-Leroy,N.V.,5461120,Fleur de Champagne Brut Premier Cru N.V.,3.9,2082,39.9,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
Tarlant,N.V.,2319614,Tradition Brut Champagne N.V.,3.8,263,39.95,Champán,Pinot Noir,True,France,Sparkling,FRA
J.L. Vergnon,N.V.,3888458,Murmure Blanc de Blancs Brut Nature Champagne Premier Cru N.V.,4.0,594,39.95,Champagne Premier Cru,Pinot Noir,False,France,Sparkling,FRA
Ayala,N.V.,1229852,Brut Nature Champagne N.V.,3.8,1494,39.95,Champán,Pinot Noir,False,France,Sparkling,FRA
Chateau Poesia,2018,4811830,Saint-Émilion Grand Cru 2018,4.2,35,39.95,Saint-Émilion Grand Cru,Pinot Noir,False,France,Red,FRA
Alfred Gratien,N.V.,1316475,Brut Champagne N.V.,3.9,1706,39.95,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Léoville Poyferré,2013,1126810,Château Moulin Riche Saint-Julien 2013,4.2,685,39.95,Saint-Julien,Pinot Noir,False,France,Red,FRA
Château Martet,2018,9397228,Sainte-Foy Bordeaux 2018,3.9,25,39.95,Sainte-Foy-Bordeaux,Pinot Noir,False,France,Red,FRA
Château Le Crock,2018,1107919,Saint-Estèphe 2018,4.2,99,39.95,Saint-Estèphe,Pinot Noir,False,France,Red,FRA
Robert Barbichon,N.V.,1953006,Rosé de Saignée Brut Champagne N.V.,3.7,171,39.95,Champán,Pinot Noir,False,France,Sparkling,FRA
Domaine La Barroche,2018,14284,Châteauneuf-du-Pape 2018,4.3,175,39.95,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Domaine des Héritiers Louis Jadot,1999,2806,Beaune 1er Cru Theurons 1999,3.9,26,40.05,Beaune Premier Cru,Pinot Noir,False,France,Red,FRA
Château Cantelauze,2006,1239995,Pomerol 2006,4.2,35,40.05,Pomerol,Pinot Noir,False,France,Red,FRA
Château Cantelauze,2005,1239995,Pomerol 2005,4.4,45,40.05,Pomerol,Pinot Noir,False,France,Red,FRA
Billecart-Salmon,N.V.,15615,Brut Réserve Champagne N.V.,4.2,25358,40.05,Champán,Pinot Noir,False,France,Sparkling,FRA
Andre Clouet,2011,2572392,Millesimé Brut Champagne Grand Cru 'Bouzy' 2011,4.2,66,40.32,"Champagne Grand Cru ""Bouzy""",Pinot Noir,False,France,Sparkling,FRA
Joseph Drouhin,2018,4016358,Drouhin - Vaudon Chablis Premier Cru 'Mont de Milieu' 2018,4.0,28,40.35,"Chablis 1er Cru ""Mont de Milieu""",Pinot Noir,False,France,White,FRA
Robert Barbichon,N.V.,1936295,Réserve 4 Cèpages Brut Champagne N.V.,3.8,516,40.4,Champán,Pinot Noir,False,France,Sparkling,FRA
Philipponnat,N.V.,83817,Royale Réserve Brut Champagne N.V.,4.1,13952,40.48,Champán,Pinot Noir,False,France,Sparkling,FRA
Charles Heidsieck,N.V.,86290,Brut Réserve N.V.,4.2,19812,40.5,Champán,Pinot Noir,False,France,Sparkling,FRA
Laherte Freres,N.V.,4433441,Rosé de Meunier Extra Brut Champagne N.V.,4.0,1404,40.5,Champán,Pinot Noir,True,France,Sparkling,FRA
Xavier Vignon,2017,1189541,Châteauneuf-du-Pape Cuvée Anonyme Rouge 2017,4.2,253,40.5,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
J.A. Ferret,2015,4421662,Clos des Prouges Pouilly-Fuissé 2015,4.3,163,40.6,Pouilly-Fuissé,Pinot Noir,False,France,White,FRA
Samuel Billaud,2019,1251145,Chablis 1er Cru 'Montee de Tonnerre' (Les Grands Terroirs) 2019,4.4,38,40.8,"Chablis 1er Cru ""Montee de Tonnerre""",Pinot Noir,False,France,White,FRA
Château Clinet,2017,95446,Fleur de Clinet Pomerol 2017,4.3,29,40.83,Pomerol,Pinot Noir,False,France,Red,FRA
Château Bouscaut,2016,1192407,Pessac-Léognan (Grand Cru Classé de Graves) 2016,4.1,313,40.85,Pessac-Léognan,Pinot Noir,False,France,Red,FRA
Bonnaire,N.V.,1718366,Variance Blanc de Blancs Brut Champagne N.V.,3.9,728,40.9,Champán,Pinot Noir,False,France,Sparkling,FRA
J.M. Gobillard & Fils,N.V.,3151025,Blanc de Blancs Chardonnay Brut Champagne N.V.,3.9,1256,40.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Domaine Zind Humbrecht,2019,82277,Riesling Alsace Heimbourg 2019,4.2,81,40.95,Alsacia,Pinot Noir,False,France,White,FRA
Pierre Paillard,N.V.,5260267,Bouzy Grand Cru Les Parcelles Extra Brut N.V.,4.2,4331,40.95,Champán,Pinot Noir,False,France,Sparkling,FRA
M. Chapoutier,2018,20663,Châteauneuf-du-Pape La Bernardine 2018,4.2,96,40.95,Châteauneuf-du-Pape,Pinot Noir,False,France,Red,FRA
Domaine des Roches Neuves,2017,4945742,Franc de Pied Saumur-Champigny 2017,4.0,93,41.0,Saumur-Champigny,Pinot Noir,True,France,Red,FRA
Le Roc des Anges,2016,1150323,1903 Carignan de Schistes 2016,4.2,47,41.0,Côtes Catalanes,Pinot Noir,False,France,Red,FRA
Le Roc des Anges,2018,1150323,1903 Carignan de Schistes 2018,4.2,56,41.0,Côtes Catalanes,Pinot Noir,False,France,Red,FRA
Domaine des Roches Neuves,2016,4945742,Franc de Pied Saumur-Champigny 2016,3.9,124,41.0,Saumur-Champigny,Pinot Noir,True,France,Red,FRA
J.A. Ferret,2016,4421662,Clos des Prouges Pouilly-Fuissé 2016,4.3,237,41.05,Pouilly-Fuissé,Pinot Noir,False,France,White,FRA
Domaine de Bellivière,2015,1799298,Vieilles Vignes Eparses Coteaux du Loir 2015,4.2,96,41.11,Coteaux du Loir,Pinot Noir,True,France,White,FRA
Domaine des Marnes Blanches,2018,1900067,Savagnin En Jensillard 2018,4.0,42,41.2,Côtes du Jura,Pinot Noir,True,France,White,FRA
Pol Roger,N.V.,1884610,Réserve Brut Champagne N.V.,4.2,30764,41.2,Champán,Pinot Noir,False,France,Sparkling,FRA
Château Montrose,2017,1179603,La Dame de Montrose Saint-Estèphe 2017,3.9,220,41.45,Saint-Estèphe,Pinot Noir,False,France,Red,FRA
Domaine Vignes du Maynes,2016,1204527,Cuvée Auguste Bourgogne 2016,4.0,80,41.45,Bourgogne,Pinot Noir,True,France,Red,FRA
André Beaufort,N.V.,2317495,Réserve Brut Champagne N.V.,4.1,645,41.45,Champán,Pinot Noir,True,France,Sparkling,FRA
Bérêche & Fils,N.V.,2407103,Brut Réserve Champagne N.V.,4.2,5240,41.5,Champán,Pinot Noir,False,France,Sparkling,FRA
Champagne Devaux,N.V.,3093597,Cuvée D Brut N.V.,4.0,1413,41.85,Champán,Pinot Noir,False,France,Sparkling,FRA
J.M. Gobillard & Fils,N.V.,2043439,Blanc de Noirs Brut Champagne N.V.,4.0,676,41.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Andre Clouet,N.V.,6062957,The V6 Experience Brut Champagne Grand Cru 'Bouzy' N.V.,4.2,2427,41.9,"Champagne Grand Cru ""Bouzy""",Pinot Noir,False,France,Sparkling,FRA
Château le Puy,2018,3789139,Rose-Marie 2018,4.3,148,41.9,Blaye - Côtes de Bordeaux,Pinot Noir,True,France,Rose,FRA
Vincent Charlot,N.V.,4907017,Le Fruit de ma Passion Extra Brut Champagne N.V.,4.1,446,41.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Faniel & Fils,N.V.,3242653,Appogia Blanc de Blancs Champagne N.V.,4.0,86,41.9,Champán,Pinot Noir,False,France,Sparkling,FRA
Huré Frères,N.V.,2824278,L'Insouciance Brut Rosé Champagne N.V.,3.9,589,41.95,Champán,Pinot Noir,False,France,Sparkling,FRA
Larmandier-Bernier,N.V.,1496698,Latitude Extra Brut Champagne N.V.,4.1,3178,42.15,Champán,Pinot Noir,True,France,Sparkling,FRA
Vranken,N.V.,2365252,Demoiselle E.O. Tête de Cuvée Brut Champagne N.V.,3.9,1272,42.2,Champán,Pinot Noir,False,France,Sparkling,FRA
Domaine Aux Moines,1998,1414647,Savennières-Roche-aux-Moines 1998,3.7,286,42.35,Savennières-Roche-aux-Moines,Pinot Noir,True,France,White,FRA
Patrick et Christophe Bonnefond,2018,1186254,Colline de Couzou Côte-Rôtie 2018,4.3,53,42.45,Côte-Rôtie,Pinot Noir,False,France,Red,FRA
Drappier,N.V.,2041408,Pinot Noir Brut Nature Rosé Champagne N.V.,4.0,1254,42.5,Champán,Pinot Noir,False,France,Sparkling,FRA
